Unexplained	Tissue	Phylogeny	genes	rank
0.725294650951949	2.8105167724388	96.4641885766093	Fbxo9	735
3.54077253218884	0	96.4592274678112	Ift22	736
3.54191263282172	0	96.4580873671783	Slc12a7	737
3.55392156862745	0	96.4460784313726	Gm19705	738
3.55504587155963	0	96.4449541284404	Arhgef1	739
0	3.55555555555556	96.4444444444444	Fam63b	740
3.55594102341717	0	96.4440589765828	Mrgprb3	741
0	3.55731225296443	96.4426877470356	Ffar1	742
0	3.56037151702786	96.4396284829721	Cd8a	743
0	3.5677879714577	96.4322120285423	Il4	744
0	3.58381502890173	96.4161849710983	Gm12596	745
3.58490566037736	0	96.4150943396226	Zdhhc4	746
0	3.59066427289048	96.4093357271095	Cd79b	747
3.59147025813693	0	96.4085297418631	Nprl2	748
3.61560418648906	0	96.3843958135109	Zfp672	749
0	3.63321799307958	96.3667820069204	C8a	750
0	3.63436123348018	96.3656387665198	Gcm2	751
0.826446280991736	2.8099173553719	96.3636363636364	1600029I14Rik	752
0	3.64004044489383	96.3599595551062	Napepld	753
0	3.64583333333333	96.3541666666667	Il5ra	754
0	3.65251727541955	96.3474827245805	Doc2a	755
3.65853658536585	0	96.3414634146341	Ptgs2os2	756
0	3.67751060820368	96.3224893917963	Mgrn1	757
0	3.69702434625789	96.3029756537421	Gkn3	758
0	3.69822485207101	96.301775147929	4933404K13Rik	759
0	3.7122969837587	96.2877030162413	Galnt2	760
0	3.71318822023047	96.2868117797695	Gp1bb	761
0	3.71859296482412	96.2814070351759	Mageh1	762
3.73831775700935	0	96.2616822429907	Polrmt	763
3.74493927125506	0	96.2550607287449	Ptcra	764
3.74609781477627	0	96.2539021852237	Tmc4	765
3.7463976945245	0	96.2536023054755	Maml1	766
1.97132616487455	1.7921146953405	96.2365591397849	Fam220a	767
0	3.78096479791395	96.219035202086	Nck2	768
0	3.78486055776892	96.2151394422311	Fam81a	769
2.48538011695906	1.31578947368421	96.1988304093567	Ogfrl1	770
0	3.81050463439753	96.1894953656025	Slc33a1	771
0	3.81679389312977	96.1832061068702	Trib2	772
0.804020100502513	3.01507537688442	96.1809045226131	Plxnd1	773
0	3.82595648912228	96.1740435108777	Gfra3	774
3.83211678832117	0	96.1678832116788	Sod1	775
0	3.83838383838384	96.1616161616162	Slc35f3	776
3.83928571428571	0	96.1607142857143	Ndufb11	777
0	3.87755102040816	96.1224489795918	Hsf4	778
0	3.92491467576792	96.0750853242321	AF067061	779
0	3.93120393120393	96.0687960687961	Fbxo16	780
0	3.95480225988701	96.045197740113	Bin1	781
0	3.96301188903567	96.0369881109643	Klrc2	782
0	3.97260273972603	96.027397260274	Rab11fip4	783
4.0078201368524	0	95.9921798631476	Eef1akmt1	784
0.210970464135021	3.79746835443038	95.9915611814346	Erp27	785
0	4.01459854014599	95.985401459854	Alpl	786
0	4.01606425702811	95.9839357429719	Ebf1	787
0	4.01913875598086	95.9808612440191	Ube2e2	788
0.914076782449726	3.10786106032907	95.9780621572212	Ufd1l	789
4.031465093412	0	95.968534906588	Slc39a11	790
4.03726708074534	0	95.9627329192547	Mxd1	791
0	4.05083399523431	95.9491660047657	Srrm4os	792
0	4.07185628742515	95.9281437125748	Ifnlr1	793
4.07969639468691	0	95.9203036053131	Extl2	794
4.08163265306122	0	95.9183673469388	Zscan12	795
4.08695652173913	0	95.9130434782609	Zfp772	796
0.821018062397373	3.28407224958949	95.8949096880131	Stk3	797
0	4.11184210526316	95.8881578947368	Nrg2	798
0	4.12474849094567	95.8752515090543	Sfswap	799
0	4.12782956058589	95.8721704394141	Clec4f	800
0	4.13145539906103	95.868544600939	Fam118a	801
4.15821501014199	0	95.841784989858	Srp72	802
0	4.18367346938776	95.8163265306122	AI597479	803
0	4.19426048565121	95.8057395143488	Cysrt1	804
0	4.20271940667491	95.7972805933251	Ugcg	805
4.20560747663551	0	95.7943925233645	Eif2ak4	806
0	4.20711974110032	95.7928802588997	Tnnc1	807
0	4.20944558521561	95.7905544147844	Mical3	808
0	4.21286031042129	95.7871396895787	Rhbdl1	809
4.21686746987952	0	95.7831325301205	Abhd17b	810
4.22691879866518	0	95.7730812013348	Vps37c	811
4.23280423280423	0	95.7671957671958	Gstp1	812
4.24836601307189	0	95.7516339869281	Ube2d2a	813
0	4.26540284360189	95.7345971563981	Srgap3	814
2.60972716488731	1.66073546856465	95.729537366548	Prrt2	815
0	4.30416068866571	95.6958393113343	Paqr7	816
0	4.30622009569378	95.6937799043062	Lclat1	817
0	4.31893687707641	95.6810631229236	Pdcd10	818
0	4.32033719704953	95.6796628029505	Cuedc1	819
0.998336106489185	3.32778702163062	95.6738768718802	Mast2	820
0	4.33369447453954	95.6663055254604	Tpk1	821
3.80952380952381	0.529100529100529	95.6613756613757	Rasa1	822
4.33884297520661	0	95.6611570247934	Abhd14b	823
4.34192672998643	0	95.6580732700136	Crtam	824
0	4.34782608695652	95.6521739130435	AA467197	825
0	4.34782608695652	95.6521739130435	Bmyc	826
0	4.35203094777563	95.6479690522244	Mavs	827
0.120918984280532	4.23216444981862	95.6469165659008	Arg2	828
4.35729847494553	0	95.6427015250545	Adck1	829
4.05117270788913	0.319829424307036	95.6289978678038	Timm44	830
1.55535224153705	2.83623055809698	95.608417200366	Epb41l4aos	831
0	4.40074906367041	95.5992509363296	Klri1	832
4.42260442260442	0	95.5773955773956	Klrb1	833
4.4468546637744	0	95.5531453362256	Zfp382	834
0	4.44743935309973	95.5525606469003	Gm12159	835
0	4.45103857566766	95.5489614243323	Ddx54	836
0	4.46428571428571	95.5357142857143	Bin2	837
0	4.5135406218656	95.4864593781344	Setd3	838
4.51612903225806	0	95.4838709677419	Ntn1	839
0	4.53257790368272	95.4674220963173	Fcrl1	840
4.57280385078219	0	95.4271961492178	Mta3	841
0	4.60251046025105	95.3974895397489	Tnfrsf19	842
0	4.61165048543689	95.3883495145631	Tigar	843
0	4.62046204620462	95.3795379537954	Hmgn3	844
0	4.62143559488692	95.3785644051131	Gm4262	845
0	4.62962962962963	95.3703703703704	Gpatch1	846
0	4.62962962962963	95.3703703703704	Mark3	847
4.64684014869888	0	95.3531598513011	Sec61b	848
0	4.65116279069767	95.3488372093023	Lama2	849
0	4.6656298600311	95.3343701399689	Gm11627	850
3.25732899022801	1.41150922909881	95.3311617806732	Taf12	851
0	4.69613259668508	95.3038674033149	Irf8	852
0	4.71014492753623	95.2898550724638	Cnpy4	853
0	4.72659870250232	95.2734012974977	Gm8013	854
4.72906403940887	0	95.2709359605911	Rab24	855
3.94866732477789	0.789733464955578	95.2615992102665	Acvr1b	856
0	4.75319926873857	95.2468007312614	Pkig	857
4.75578406169666	0	95.2442159383033	Fuca2	858
4.38461538461539	0.384615384615385	95.2307692307692	Insm1	859
0	4.77178423236515	95.2282157676349	Ext2	860
0	4.79041916167665	95.2095808383233	Atg13	861
0	4.79134466769706	95.2086553323029	Zmpste24	862
4.70219435736677	0.104493207941484	95.1933124346917	Xrcc4	863
0	4.81770833333333	95.1822916666667	Dgkeos	864
0	4.82076637824475	95.1792336217553	Rassf6	865
0.5	4.33333333333333	95.1666666666667	Btbd3	866
0.395647873392681	4.45103857566766	95.1533135509397	Ifit1bl2	867
4.85197368421053	0	95.1480263157895	Dsg1b	868
0	4.86039296794209	95.1396070320579	Calu	869
4.29389312977099	0.572519083969466	95.1335877862595	Mrpl57	870
0	4.87106017191977	95.1289398280802	Tceal3	871
4.90693739424704	0	95.0930626057529	4930529C04Rik	872
2.35173824130879	2.55623721881391	95.0920245398773	Slc36a3	873
4.65116279069767	0.258397932816538	95.0904392764858	Srsf12	874
3.95371263259402	0.964320154291225	95.0819672131148	Slc30a6	875
0	4.96277915632754	95.0372208436725	Rab27a	876
0	4.96760259179266	95.0323974082073	Zfp318	877
4.9718574108818	0	95.0281425891182	Tmem258	878
0	4.97835497835498	95.021645021645	Lactb	879
2.19033232628399	2.79456193353474	95.0151057401813	Oprd1	880
2.58236865538736	2.40427426536064	95.013357079252	Amhr2	881
0.760043431053203	4.23452768729642	95.0054288816504	Avpr2	882
0	5	95	Bach2	883
4.69255663430421	0.323624595469256	94.9838187702265	Lcp2	884
0	5.01882057716437	94.9811794228356	Snhg18	885
0	5.0381679389313	94.9618320610687	Ly6k	886
0	5.04201680672269	94.9579831932773	Raver2	887
4.06342913776016	0.991080277502478	94.9454905847374	Srp19	888
5.05952380952381	0	94.9404761904762	Mthfd2	889
0	5.06950122649223	94.9304987735078	2310022A10Rik	890
0	5.07343124165554	94.9265687583445	Abi2	891
0	5.0796812749004	94.9203187250996	Rpn2	892
3.35135135135135	1.72972972972973	94.9189189189189	Rasa4	893
5.09554140127389	0	94.9044585987261	Pja1	894
5.11571254567601	0	94.884287454324	Ipcef1	895
5.1207729468599	0	94.8792270531401	Ube2b	896
5.13326752221125	0	94.8667324777887	C1ql3	897
0	5.15806988352745	94.8419301164725	Spib	898
0	5.1605504587156	94.8394495412844	Ankrd27	899
5.16605166051661	0	94.8339483394834	Ict1	900
0	5.18672199170124	94.8132780082988	Nfyc	901
0	5.18867924528302	94.811320754717	Rdx	902
0	5.19187358916479	94.8081264108352	Cd19	903
1.69971671388102	3.49386213408876	94.8064211520302	Tpt1	904
0	5.21861777150917	94.7813822284908	L3mbtl2	905
3.91959798994975	1.30653266331658	94.7738693467337	4931428L18Rik	906
0	5.23311132254995	94.7668886774501	Ubp1	907
5.25783619817998	0	94.74216380182	Mturn	908
0	5.25854513584575	94.7414548641542	Zfp787	909
0	5.26315789473684	94.7368421052632	Prkra	910
3.42405618964004	1.84372256365233	94.7322212467076	Tefm	911
0	5.27831094049904	94.721689059501	Lgals1	912
0	5.28025995125914	94.7197400487409	Crocc2	913
0	5.28200537153089	94.7179946284691	Ntn5	914
5.28497409326425	0	94.7150259067357	Agtpbp1	915
0	5.31697341513292	94.6830265848671	Cat	916
2.08092485549133	3.23699421965318	94.6820809248555	Amot	917
0	5.3206002728513	94.6793997271487	Ccdc134	918
3.86151797603196	1.4647137150466	94.6737683089214	Gripap1	919
0	5.36105032822757	94.6389496717724	Prg3	920
0	5.37229029217719	94.6277097078228	Lcat	921
5.38160469667319	0	94.6183953033268	Pip4k2b	922
0	5.42340627973359	94.5765937202664	Trim9	923
5.48281505728314	0	94.5171849427169	Isca1	924
3.33333333333333	2.16666666666667	94.5	Olfr525	925
5.50935550935551	0	94.4906444906445	Lamb1	926
0	5.54089709762533	94.4591029023747	Nrxn2	927
0	5.55555555555556	94.4444444444444	Vegfa	928
0	5.58858501783591	94.4114149821641	Fam122a	929
5.60836501901141	0	94.3916349809886	Tas2r135	930
0	5.60859188544153	94.3914081145585	Kmo	931
0	5.6241426611797	94.3758573388203	Vpreb2	932
0	5.62659846547315	94.3734015345268	Cdv3	933
0.858895705521472	4.78527607361963	94.3558282208589	Gzma	934
5.68079350766456	0	94.3192064923354	Ndufa4l2	935
5.68603213844252	0	94.3139678615575	Tdgf1	936
0	5.68669527896996	94.31330472103	Sh3bp5	937
0	5.69832402234637	94.3016759776536	Cul9	938
5.70264765784114	0	94.2973523421589	Rmnd5b	939
0	5.70801317233809	94.2919868276619	Ube2j2	940
5.71847507331378	0	94.2815249266862	Pde4a	941
5.71992110453649	0	94.2800788954635	Spcs3	942
0	5.74088440651668	94.2591155934833	Tmem150c	943
0	5.74257425742574	94.2574257425743	4933432I03Rik	944
3.68620037807183	2.07939508506616	94.234404536862	Dhdds	945
0.617919670442842	5.14933058702369	94.2327497425335	Gnai1	946
5.76923076923077	0	94.2307692307692	Fsip1	947
5.79545454545454	0	94.2045454545455	Capza1	948
0	5.8	94.2	Osm	949
0	5.80110497237569	94.1988950276243	Eomes	950
0	5.80708661417323	94.1929133858268	Ccdc126	951
3.39943342776204	2.40793201133144	94.1926345609065	Lipc	952
0	5.82120582120582	94.1787941787942	Stoml1	953
0	5.83173996175908	94.1682600382409	Mapk9	954
5.86510263929619	0	94.1348973607038	Rasgef1a	955
0	5.87583148558758	94.1241685144124	Pgls	956
5.8759521218716	0	94.1240478781284	Lasp1	957
3.85356454720617	2.02312138728324	94.1233140655106	Gys1	958
0	5.88928150765607	94.1107184923439	Havcr1	959
0	5.93325092707046	94.0667490729295	Klre1	960
3.39393939393939	2.54545454545455	94.0606060606061	6330403K07Rik	961
0	5.96421471172962	94.0357852882704	Manf	962
0	5.97014925373134	94.0298507462687	Wdr11	963
5.9745347698335	0	94.0254652301665	Sec63	964
0	5.97701149425287	94.0229885057471	Cd79a	965
0.709939148073022	5.27383367139959	94.0162271805274	Lrrc41	966
5.99033816425121	0	94.0096618357488	Dusp26	967
5.99812558575445	0	94.0018744142455	Brsk2	968
4.28816466552316	1.71526586620926	93.9965694682676	Nedd1	969
6.00414078674948	0	93.9958592132505	Angptl3	970
0	6.03644646924829	93.9635535307517	C1qtnf1	971
0	6.07798165137615	93.9220183486239	Sipa1	972
6.0893098782138	0	93.9106901217862	Far1	973
6.09523809523809	0	93.9047619047619	Abtb1	974
6.10079575596817	0	93.8992042440318	Zfp948	975
0	6.11045828437133	93.8895417156287	Stk39	976
0	6.11854684512428	93.8814531548757	Prkch	977
6.12033195020747	0	93.8796680497925	Evc2	978
6.12485276796231	0	93.8751472320377	Trpm5	979
0	6.13496932515337	93.8650306748466	Srpk3	980
1.143583227446	5.08259212198221	93.7738246505718	Il27ra	981
6.2363238512035	0	93.7636761487965	4933400F21Rik	982
6.23931623931624	0	93.7606837606838	Faim2	983
0	6.25	93.75	Pigk	984
0	6.25	93.75	Ngfr	985
0	6.26450116009281	93.7354988399072	Kcnj8	986
6.26728110599078	0	93.7327188940092	Tbc1d15	987
6.27753303964758	0	93.7224669603524	Atxn7l3	988
0	6.28930817610063	93.7106918238994	Tmie	989
6.3013698630137	0	93.6986301369863	Actb	990
6.31479736098021	0	93.6852026390198	Mafk	991
0	6.3305978898007	93.6694021101993	Sytl5	992
6.33165829145729	0	93.6683417085427	Wdr1	993
0.666666666666667	5.66666666666667	93.6666666666667	Lrrc16a	994
0	6.34755463059313	93.6524453694069	Kank2	995
2.65654648956357	3.70018975332068	93.6432637571157	Atg9b	996
1.05092966855295	5.3354890864996	93.6135812449475	March6	997
0	6.3953488372093	93.6046511627907	Zscan10	998
0	6.42201834862385	93.5779816513761	Mgat3	999
6.43044619422572	0	93.5695538057743	Eif2b4	1000
6.44468313641246	0	93.5553168635875	Ankrd55	1001
0	6.44718792866941	93.5528120713306	Tnfaip8l1	1002
6.46221248630887	0	93.5377875136911	Xcl1	1003
0.925925925925926	5.55555555555556	93.5185185185185	Tdrp	1004
0	6.4922480620155	93.5077519379845	Zbtb22	1005
3.50649350649351	2.98701298701299	93.5064935064935	Ptpre	1006
0	6.51769087523278	93.4823091247672	Siglecg	1007
0	6.52173913043478	93.4782608695652	Chst3	1008
0.45766590389016	6.06407322654462	93.4782608695652	Cep290	1009
4.31235431235431	2.21445221445221	93.4731934731935	Cma1	1010
0	6.55172413793103	93.448275862069	Arhgef4	1011
5.3448275862069	1.20689655172414	93.448275862069	Dis3l	1012
6.56084656084656	0	93.4391534391534	Wiz	1013
0	6.56506447831184	93.4349355216882	Klra5	1014
6.58036677454153	0	93.4196332254585	Esyt1	1015
0	6.58959537572254	93.4104046242774	Brwd1	1016
0	6.59722222222222	93.4027777777778	Hapln1	1017
4.17881438289602	2.42954324586978	93.3916423712342	Efna1	1018
6.61553211888782	0	93.3844678811122	Madcam1	1019
0	6.61641541038526	93.3835845896147	Il20rb	1020
0	6.61853188929001	93.38146811071	Agpat5	1021
0	6.63316582914573	93.3668341708543	Pten	1022
0	6.63615560640732	93.3638443935927	Plpp3	1023
6.63942798774259	0	93.3605720122574	Gabra4	1024
1.48731408573928	5.16185476815398	93.3508311461067	Clca3a1	1025
1.88133140376266	4.77568740955137	93.342981186686	Edem1	1026
0	6.70212765957447	93.2978723404255	Srpr	1027
6.71487603305785	0	93.2851239669422	Ston1	1028
5.60538116591928	1.12107623318386	93.2735426008968	Mgme1	1029
0	6.74157303370786	93.2584269662921	Klra7	1030
0	6.76274944567627	93.2372505543237	Ppp1r18	1031
0	6.76691729323308	93.2330827067669	Arhgap21	1032
0	6.78391959798995	93.21608040201	Gopc	1033
0	6.78952473326867	93.2104752667313	Olfr433	1034
0	6.81318681318681	93.1868131868132	Slc39a5	1035
0	6.8241469816273	93.1758530183727	Fcmr	1036
0	6.85224839400428	93.1477516059957	Il9r	1037
4.46521287642783	2.3883696780893	93.1464174454829	Lrrc27	1038
0	6.86406460296097	93.135935397039	Notch1	1039
6.88524590163934	0	93.1147540983606	Mreg	1040
6.90045248868778	0	93.0995475113122	Arhgap9	1041
6.91943127962085	0	93.0805687203791	Clic3	1042
0	6.92588092345079	93.0741190765492	Rnf19a	1043
6.93170234454638	0	93.0682976554536	Supt4b	1044
0	6.93970420932878	93.0602957906712	Znrf2	1045
6.96774193548387	0	93.0322580645161	Xbp1	1046
6.96821515892421	0	93.0317848410758	Cab39	1047
0	6.96864111498258	93.0313588850174	Ssr4	1048
0	6.98080279232112	93.0191972076789	Tmem242	1049
4.0737148399612	2.909796314258	93.0164888457808	Fchsd1	1050
0	6.99088145896657	93.0091185410334	Ergic3	1051
6.99815837937385	0	93.0018416206262	Armc1	1052
7.04960835509138	0	92.9503916449086	Adgrg2	1053
0	7.06521739130435	92.9347826086956	Icmt	1054
7.08133971291866	0	92.9186602870814	Chka	1055
0	7.11159737417943	92.8884026258206	Recql	1056
0	7.11297071129707	92.8870292887029	Ehf	1057
0	7.11340206185567	92.8865979381443	Nat8f1	1058
7.11422845691383	0	92.8857715430862	Slc25a37	1059
3.63408521303258	3.50877192982456	92.8571428571428	Ppp2r2a	1060
7.14908456843941	0	92.8509154315606	Pkhd1	1061
7.15071507150715	0	92.8492849284928	Gsk3a	1062
0	7.15746421267894	92.8425357873211	Fcrla	1063
7.16889428918591	0	92.8311057108141	Vwf	1064
0	7.17703349282297	92.822966507177	H19	1065
0	7.18667835232252	92.8133216476775	4632415L05Rik	1066
0	7.18954248366013	92.8104575163399	Sh2d1a	1067
7.19929762949956	0	92.8007023705004	Atp6v1c2	1068
4.04234841193455	3.17613089509143	92.781520692974	Pcca	1069
4.14691943127962	3.08056872037915	92.7725118483412	Fam19a3	1070
1.99809705042816	5.23311132254995	92.7687916270219	Dlg1	1071
0	7.23981900452489	92.7601809954751	Cxx1c	1072
0	7.24465558194774	92.7553444180523	Bend4	1073
0	7.26495726495727	92.7350427350427	Ermp1	1074
0	7.27470141150923	92.7252985884908	Prkci	1075
0	7.27630285152409	92.7236971484759	Aire	1076
0	7.30868443680138	92.6913155631986	Isca2	1077
0	7.31182795698925	92.6881720430108	Jrkl	1078
0	7.31707317073171	92.6829268292683	Bcorl1	1079
1.73410404624277	5.58766859344894	92.6782273603083	Hspb11	1080
7.32635585156993	0	92.6736441484301	Shroom1	1081
0	7.33249051833123	92.6675094816688	Klhl30	1082
0	7.35294117647059	92.6470588235294	Pigh	1083
0	7.36196319018405	92.638036809816	AU018091	1084
0	7.36961451247166	92.6303854875284	Il4ra	1085
0	7.38699007717751	92.6130099228225	Scfd2	1086
7.39176346356917	0	92.6082365364308	Krtcap2	1087
0	7.40242261103634	92.5975773889637	Selplg	1088
6.01202404809619	1.40280561122244	92.5851703406814	Fcrlb	1089
0	7.42092457420924	92.5790754257907	Rtn4ip1	1090
0	7.43718592964824	92.5628140703518	Arhgdia	1091
0	7.45052386495925	92.5494761350407	Nucb1	1092
0	7.45614035087719	92.5438596491228	Ppp1r36	1093
0	7.47863247863248	92.5213675213675	Inafm2	1094
0	7.49354005167959	92.5064599483204	Synpo2	1095
0.423280423280423	7.08994708994709	92.4867724867725	Gzmm	1096
0	7.52056404230317	92.4794359576968	Tnnt1	1097
0	7.52314814814815	92.4768518518518	Dcp1b	1098
0	7.52565564424173	92.4743443557583	Klhl22	1099
7.54475703324808	0	92.4552429667519	Ifih1	1100
0	7.54936120789779	92.4506387921022	Xrcc1	1101
0	7.55693581780538	92.4430641821946	Mansc1	1102
7.55905511811024	0	92.4409448818897	Nipal2	1103
0	7.56972111553785	92.4302788844622	Ets2	1104
7.08661417322835	0.492125984251969	92.4212598425197	BC100530	1105
0	7.5801749271137	92.4198250728863	Akr7a5	1106
7.59368836291913	0	92.4063116370809	Ndufa9	1107
6.03864734299517	1.57004830917874	92.3913043478261	Gm15455	1108
4.3525571273123	3.26441784548422	92.3830250272035	Fkbp10	1109
0.587659157688541	7.05190989226249	92.360430950049	Rbm17	1110
0	7.64006791171477	92.3599320882852	Nans	1111
0	7.64075067024129	92.3592493297587	Id3	1112
0	7.64397905759162	92.3560209424084	Chn2	1113
0	7.67356881851401	92.326431181486	Ndrg3	1114
0.834105653382762	6.85820203892493	92.3076923076923	Yipf2	1115
6.08519269776876	1.62271805273834	92.2920892494929	Rft1	1116
7.70949720670391	0	92.2905027932961	Gbp7	1117
1.08827085852479	6.65054413542926	92.2611850060459	Cpq	1118
0	7.75547445255475	92.2445255474452	D030025P21Rik	1119
0	7.75700934579439	92.2429906542056	Map6	1120
7.76092774308653	0	92.2390722569135	Mid2	1121
0	7.78894472361809	92.2110552763819	Gprin3	1122
6.71462829736211	1.07913669064748	92.2062350119904	Faap24	1123
0	7.79411764705882	92.2058823529412	Zfp608	1124
0	7.79537149817296	92.204628501827	Obfc1	1125
7.80141843971631	0	92.1985815602837	Nek4	1126
0.312174817898023	7.49219562955255	92.1956295525494	Snf8	1127
4.79505027068832	3.01624129930394	92.1887084300077	Mmp7	1128
0	7.81440781440781	92.1855921855922	Tmem171	1129
0	7.82508630609896	92.174913693901	Fam214a	1130
1.22873345935728	6.61625708884688	92.1550094517958	Egln1	1131
0	7.86516853932584	92.1348314606742	Decr2	1132
0	7.86749482401656	92.1325051759834	Arid5b	1133
2.51836306400839	5.35152151101784	92.1301154249738	Nsrp1	1134
0	7.87321063394683	92.1267893660532	Elovl5	1135
7.88126919140225	0	92.1187308085977	Btn2a2	1136
7.88461538461538	0	92.1153846153846	Yy1	1137
0	7.89766407119021	92.1023359288098	Pdia4	1138
0.718562874251497	7.18562874251497	92.0958083832335	Sulf2	1139
7.91100123609394	0	92.0889987639061	Cbr1	1140
0	7.92227204783258	92.0777279521674	Smim14	1141
6.24249699879952	1.68067226890756	92.0768307322929	Aurkc	1142
2.06084396467125	5.88812561334642	92.0510304219823	Maml2	1143
7.96277145811789	0	92.0372285418821	Rsg1	1144
0	7.96380090497737	92.0361990950226	Med31	1145
7.98816568047337	0	92.0118343195266	Pnpla1	1146
0	8.03134182174339	91.9686581782566	Ifit3b	1147
0	8.04851157662624	91.9514884233738	Cd48	1148
0	8.07453416149068	91.9254658385093	Sec23a	1149
8.08290155440415	0	91.9170984455959	Jph3	1150
0	8.08625336927224	91.9137466307278	Fgfr3	1151
7.0048309178744	1.08695652173913	91.9082125603865	Jak1	1152
1.18460019743337	6.9101678183613	91.9052319842053	Pfn1	1153
0	8.09659090909091	91.9034090909091	5430427O19Rik	1154
0	8.11764705882353	91.8823529411765	Csnk2a1	1155
8.12294182217344	0	91.8770581778266	Zfp707	1156
8.14360770577933	0	91.8563922942207	Cdc42ep1	1157
5.59552358113509	2.55795363709033	91.8465227817746	Mageb16	1158
0	8.16044260027662	91.8395573997234	Lpgat1	1159
0	8.16326530612245	91.8367346938776	Mfsd4a	1160
0	8.16582914572864	91.8341708542713	Map4k5	1161
0	8.17610062893082	91.8238993710692	Nlrp1a	1162
0	8.17610062893082	91.8238993710692	Tead2	1163
8.18181818181818	0	91.8181818181818	Ift27	1164
0	8.20568927789934	91.7943107221007	Smg5	1165
8.20829655781112	0	91.7917034421889	Amy1	1166
0	8.21147356580428	91.7885264341957	Efl1	1167
0.669216061185468	7.55258126195029	91.7782026768642	Slc37a2	1168
0	8.23045267489712	91.7695473251029	P3h4	1169
0.522875816993464	7.71241830065359	91.7647058823529	BC004004	1170
0	8.26271186440678	91.7372881355932	Lgr5	1171
0	8.26636050516647	91.7336394948335	Traf3ip1	1172
8.26985854189336	0	91.7301414581066	Kbtbd7	1173
8.27966881324747	0	91.7203311867525	Prnp	1174
8.28182941903585	0	91.7181705809642	Sspn	1175
8.29170829170829	0	91.7082917082917	Rnf8	1176
2.28690228690229	6.02910602910603	91.6839916839917	Arl4d	1177
0	8.35411471321696	91.645885286783	Rab18	1178
8.35629017447199	0	91.643709825528	Slc6a9	1179
8.35734870317003	0	91.64265129683	BC068281	1180
8.37320574162679	0	91.6267942583732	Zfp281	1181
6.89655172413793	1.47783251231527	91.6256157635468	Focad	1182
3.57766143106457	4.79930191972077	91.6230366492147	Clip2	1183
0	8.38971583220568	91.6102841677943	Palm3	1184
0	8.39813374805599	91.601866251944	Moxd1	1185
8.39964633068081	0	91.6003536693192	Rnf183	1186
8.40140023337223	0	91.5985997666278	Rnf135	1187
3.86473429951691	4.54106280193237	91.5942028985507	Tnfaip8l2	1188
0	8.41121495327103	91.588785046729	Tmed10	1189
0	8.41346153846154	91.5865384615385	Gm8817	1190
0	8.43672456575682	91.5632754342432	Map4k2	1191
2.37467018469657	6.06860158311346	91.55672823219	Dennd4b	1192
0	8.45481049562682	91.5451895043732	Ubqlnl	1193
0.124378109452736	8.33333333333333	91.5422885572139	Peli2	1194
0	8.46605196982397	91.533948030176	Cyp51	1195
